OBJECTID,REF_NUMBER,DATE_,TIME,SEVERITY,SEVERITY_DESCRIPTION,ACCIDENT_TYPE,ACCIDENT_DESCRIPTION,VEHICLES,CASUALTIES,PEDESTRIAN,CYCLES,MCYCLES,CHILDREN,OAPS,ACCIDENT_DETAILS,X,Y,RENDER
2402,191906942,2019/11/15 00:00:00+00,1715,3,Slight,O,Overtaking,2,1,0,0,1,0,0,"V1 TRAV E ON SHAKESPEAR AV WHEN R2(MCYC) TRAV BEHIND, EMERGED TO OVERTAKE AND COLLIDED WITH V1 ON THE O/S. R1 WAS NOT WEARING HELMET AND HAD A PILLION PASSENGER.",360529,177709,MCYC
2403,191906945,2019/11/15 00:00:00+00,1150,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,"V1 TRAVERSING EASTGATE RDABT (UNKNOWN DIRECTION) AND WTG AT A.T.S. WHEN V2(LGV), FOLLOWING BEHIND, COLLIDED WITH ITS REAR. (V.POOR ACC DESCRIPTION; DUBIOUS ACC LOCATION)",361173,175299,CARS
2404,191906949,2019/11/15 00:00:00+00,1755,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,"V1 TRAV W ON TWO MILL RD WAS STATIONARY IN TRAFFIC WHEN V2, TRAV BEHIND COLLIDED WITH ITS REAR, V2 F.T.S AND GIVE FULL DETAILS. (DUBIOUS ACC DESCRIPTION).",364252,173923,CARS
2405,191906950,2019/11/14 00:00:00+00,925,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,"R1(PCYC) TRAV NW ON BATH BRIDGE R-A-B COLLIDED INTO THE REAR OF V2. (DUBIOUS ACC DESCRIPTION, ALL DETAILS NOT PROVIDED FOR EITHER PARTIES).",359619,172194,CYC
2406,191906983,2019/07/23 23:00:00+00,2254,2,Serious,NT,Nose to Tail,2,1,0,0,1,0,0,V1 TRAV E ON WHITCHURCH LN WHEN IT COLLIDED WITH THE REAR OF R2(MCYC) WHO WAS STATIONARY AT CENTRAL CROSSING RESERVE. R2 BECAME UNSEATED AND SUSATINED SERIOUS ANKLE INJURY.,360195,167761,MCYC
2407,191907035,2019/10/11 23:00:00+00,1956,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,V1 TRAV NE ON STAPLETON RD WHEN IT STRUCK O/S OF PASSING CAS1(PED). (DUBIOUS ACC DESCRIPTION),360866,174700,A
2408,191907046,2019/09/28 23:00:00+00,1321,3,Slight,J,Turning movement ¿ unidentified priority,2,2,0,0,0,0,0,"V1, TRAV SOUTH ON BATH RD IN LANE 2/2, CHANGED LANES TO THE LEFT WHEN V2, APPROACHING FROM BEHIND, COLL/W ITS REAR. D2 MADE OFF AND F.T.S. V2 ALLEGED TRAV AT EXCESS SPEED. V2 LATER FOUND ABANDONED JUST ALONG BATH RD.",359884,171925,CARS
2409,191907055,2019/11/21 00:00:00+00,750,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,R1(PCYC) TRAV S ON KINGS WESTON ROAD WHEN V2 EMERGED WESTBOUND FROM WESTBURY LN ACROSS THE PATH OF R1. R1 BECAME UNSEATED.,354549,177197,CYC
2410,191907076,2019/11/21 00:00:00+00,1700,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,"MV2 WAS TRAV W ON DONGOLA AV WHEN IT APPROACHED J/W GLOUCESTER RD, IT COLLIDED WITH PASSING R1(PCYC). MV2 F.T.S AND MADE OFF.",359256,175963,CYC
2411,191907093,2019/11/25 00:00:00+00,815,3,Slight,O,Overtaking,2,1,0,1,0,0,0,V1 TRAV E ON REDCLIFFE WAY R-A-B WHEN IT COLLIDED WITH R2(PCYC). (DUBIOUS ACC DESCRIPTION).,359051,172387,CYC
2412,191907098,2019/10/23 23:00:00+00,1636,3,Slight,O,Overtaking,2,2,0,0,1,0,0,"R2(MCYC) WAS TRAV E ON ST GEORGE'S RD WHEN IT ATTEMPTED TO OVERTAKE STATIONARY TRAFFIC. V1 EMERGED INTO LANE, INTO THE PATH OF AND COLLIDED WITH THE O/S OF R2. (DUBIOUS ACC DESCRIPTION).",358005,172636,MCYC
2413,191906138,2019/06/26 23:00:00+00,1640,3,Slight,A,Adult pedestrian,1,1,0,1,0,0,0,"V1(PCYC)/CAS1 TRAV NE ON LONG CROSS WHEN U/K PED. STEPPED OUT ONTO THE C/WAY. R1 SWERVED TO AVOID COLLISION AND BECAME UNSEATED. (DUBIOUS ACC LOCATN; ACC MOVED FR E,354301 N,178300; CF1 AMENDED FOR VALIDATN).",354504,178592,A
2414,191906142,2019/06/29 23:00:00+00,1600,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,V1 AND MV2 TRAV S ON TEMPLE WAY UNDERPASS. AS V1 APPROACHED ATS MV2 FTS IN TIME AND COLLIDED WITH REAR OF V1. MV2 THEN FTS AND MADE OFF.,359537,173135,CARS
2415,191906144,2019/06/30 23:00:00+00,1555,3,Slight,NONE,Other,2,2,0,1,1,0,0,"V1(MCYC)/CAS1 TRAV E ON BALDWIN STREET WHEN V2(PCYC)/CAS2, NORTHBOUND, RODE OUT ONTO THE C/WAY IN BTWN QUEUING TRAFFIC, INTO THE PATH OF AND COLL/W PASSING V1. BOTH RIDERS BECAME UNSEATED. (ACC MOVED FR E358799 N172878; DUBIOUS ACC LOCATN)",358635,172888,CYC
2416,191906155,2019/07/01 23:00:00+00,1835,3,Slight,O,Overtaking,2,1,0,1,0,0,0,R1(PCYC) WAS TRAV E ON BISHOP ROAD WHEN V2 HAS EMERGED FROM PARKING SPACE AND COLLIDED WITH R1 ON THE FRONT NEARSIDE. R1 HAS BECOME UNSEATED AND SUSTAINED INJURIES. (CF ADDED FOR VALIDATION).,358935,175773,CYC
2417,191906167,2019/07/01 23:00:00+00,1805,3,Slight,PV,Public Service Vehicle (e.g. bus) passenger ¿ no collis,2,1,0,1,0,0,0,"CAS1(PCYC) AND PV2 TRAV SW ON RUPER STREET. AS CAS1 EMERGED INTO BUS LANE, IT WAS STRUCK BY PV1. CAS1 WAS DRAGGED A FEW METERES THEN BECAME UNSEATED.",358801,173275,CYC
2418,191904113,2019/06/27 23:00:00+00,2300,3,Slight,A,Adult pedestrian,2,1,1,0,0,0,0,V2(LGV) TRAV SOUTH ON BISHOPSWORTH RD AND ALLEGED AT EXCESS SPEED WHEN ITS WING MIRROR COLL/W CAS1(DRIVER ON FOOT). D2 MADE OFF AND F.T.S. (POOR ACC DESCRIPTION),357280,169423,A
2419,191904162,2019/07/01 23:00:00+00,915,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,"V2 TRAV S ON GLOUCESTER RD AT J/WITH BEAUFORT RD, V2 HAS MADE A L/TURN WITHOUT WARNING. V1 (CAS1) ( CYCLE) TRAVELING BEHIND HAS FAILED TO ADJUST SPEED AND C/WITH TURNING V2.",359498,176794,CYC
2420,191904196,2019/07/02 23:00:00+00,1700,3,Slight,NONE,Other,1,1,1,0,0,0,0,"V1 TARV NE ON GATTON RD, V2 HAS C/WITH THE OPEN DOOR OF A PARKED CARAVAN, V1 CAUSED INJURY TO PEDESTRIAN (CAS1). POOR ACCIDENT DESCRIPTION",360498,174515,CARS
2421,191904197,2019/07/03 23:00:00+00,737,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,"V1 (CAS1) (CYCLE) TARV SW ON FEEDER RD AT J/WITH KINGS PARK AV. V2 TARV N ON KINGS PARK AV, V2 HAS MADE A L/TURN ONTO FEEDER RD AND C/WITH PASSING V1. R1 HAS BECOME UNSEATED",361168,172652,CYC
2422,191904212,2019/07/14 23:00:00+00,1515,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,CAS1(CHILD PED) CROSSING OVER C/WAY WHEN PASSING V1'S WING MIRROR COLLIDED WITH BACK OF CAS1'S HEAD. D1 F.T.S. (NO OTHER DETS; DUBIOUS ACC LOCATION; V.POOR ACC DESCRIPTN),356377,171455,C
2423,191904220,2019/07/04 23:00:00+00,1705,3,Slight,LC,Loss of Control,2,1,0,0,1,0,0,"V1 (CAS1) (MCYCLE) HAS GONE OUT OF CONTROL AS A RESULT OF V2 DRIVING DANGEROUSLY. R1 HAS BECOME UNSEATED AND SUSTAINED INJURIE, POOR ACCIDENT DESCRIPTION EXACT LOCATION UNKNOWN",361311,172631,MCYC
2424,191904242,2019/03/21 00:00:00+00,1250,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,"V1 (CAS1) (CYCLE) TRAV SE ON LONG CROSS AT J/WITH DE CLIFFORD RD. V2 TARV NE ON DE CLIFFORD RD, V2 HAS FAILED TO STOP AT THE JUNCTION AND C/WITH PASSING V1.",355473,178635,CYC
2425,191905735,2019/09/18 23:00:00+00,1705,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V1 (CAS1) TARV W ON AVONMOUTH WAY, V1 HAS COME TO A FULL STOP WITH FLOW OF TRAFFIC, V2 FOLLOWING BEHIND HAS FAILED TO ADJUST SPEED AND C/WITH THE REAR OF V1.",352721,178388,CARS
2426,191906166,2019/07/02 23:00:00+00,1528,3,Slight,J2,Turning Movement from minor road,3,1,0,1,0,1,0,R1(PCYC) TRAV SE ON SOMERSET STREET WHEN IT CUT ACROSS MV2 TRAV AHEAD. R1 THEN COLLIDED WITH ONCOMING V3. R1 BECAME UNSEATED AND SUSTAINED MINOR INJURY.,359209,172141,CYC
2427,191906173,2019/07/05 23:00:00+00,1840,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,V1 (PSV) TRAV S ON THE HORSEFAIR. CAS1 HAS STEPPED OFF OF THE PAVEMENT INTO THE C/WAY AND BEEN STRUCK BY PASSING V1. CAS1 HAS SUSTAINED INJURIE.,359313,173462,A
2428,191906184,2019/07/02 23:00:00+00,1500,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,"V1 TRAV W ON HENGROVE LN AND MADE R/TURN ONTO CADOGAN RD WHEN ONCOMING V2 COLLIDED WITH REAR OFFSIDE OF V1. V2 FTS AND MADE OFF, ABONDONING VEHICLE.",360457,169607,CARS
2429,191906189,2019/10/07 23:00:00+00,2121,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,"V1 (CAS1) TARV NE ON NEWGATE AT J/WITH CARPARK EXIT. V2 TRAV S EXITING CAR PARK, V2 HAS MADE A R/TURN ONTO NEWGATE AND C/WITH PASSING V1. V2 HAS FLED THE SCENE FAILING TO STOP.",359228,173199,CARS
2430,191906192,2019/07/09 23:00:00+00,900,3,Slight,LC,Loss of Control,1,1,0,0,1,0,0,"V1(CAS1) (MCYCLE) TRAV SE ON, V1 HAS HIT A SLIPPERY SUBSTANCE ON THE C/WAY. V1 AND R1 HAVE HIT THE GROUND CAUSING INJURY AND DAMAGE.",364080,176551,MCYC
2431,191906212,2019/07/11 23:00:00+00,2115,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,V1(TAXI) TRAV W ON CLARENCE RD AND COLLIDED WITH REAR OF V2. V2 THEN SKIDDED AND COLLIDED WITH TREE.,360111,173371,CARS
2432,191906230,2019/07/04 23:00:00+00,1710,3,Slight,NT,Nose to Tail,3,2,0,0,0,0,0,"V1, V2 AND V3 TRAV WESTBOUND ON HOTWELL RD WHEN V1 COLLIDED WITH REAR OF V2 CAUSING SHUNT INTO V3.",357312,172493,CARS
2433,191906268,2019/06/29 23:00:00+00,1635,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,V1 WAS TRAV N ON QUEENS RD WHEN CAS1(CHILDPED) STEPPED OUT EASTBOUND INTO CARRIAGEWAY AND WAS HIT BY PASSING V1.,356883,167890,C
2434,191906300,2019/07/13 23:00:00+00,1000,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,V1 TRAV NE ON MALAGO RD WHEN IT COLLIDED WITH PASSING CAS1(PED),358555,171337,A
2435,191906313,2019/07/17 23:00:00+00,1645,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,V1 WAS TRAV S ON NOVERS HILL WHEN IT COLLIDED ON THE OFFSIDE WITH ONCOMING CAS1(PCYC). CAS1 WAS MAKING R/TURN ONTO ROVERS RD. CAS1 FELL OFF AND BECAME UNSEATED.,358391,169794,CYC
2436,191906316,2019/07/22 23:00:00+00,1748,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,"V1 TRAV N ON GLOUCESTER RD WHEN IT MADE R/TURN ONTO RUDTHORPE RD AND C/W PASSING CAS1(PCYC). CAS1 FAILED TO GIVE FULL DETAILS. (ACC MOVED FROM E,359386 N,176421) (DUBIOUS ACC DESCRIPTION) (CF ADDED FOR VALIDATION).",359401,176428,CYC
2437,191906325,2019/07/16 23:00:00+00,1350,3,Slight,O,Overtaking,2,1,0,0,1,0,0,MV1 TRAV S ON SUSSEX PLACE WHEN IT MADE R/TURN ONTO ALBANY ROAD. MV1 COLLIDED INTO THE PATH OF ONCOMING V2(MCYC).,359833,174480,MCYC
2438,191906326,2019/07/17 23:00:00+00,710,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,MV1 WAS TRAV W ON ST JAMES ST WHEN IT ENTERED J/W MINA RD IT COLLIDED WITH PASSING CAS1(PCYC).,360113,174698,CYC
2439,191906328,2019/07/17 23:00:00+00,715,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,V1 WAS TRAV N ON CHESTERFIELD RD WHEN IT COLLIDED WITH ONCOMING CAS1(MCYC) ATTEMPTING TO MAKE R/TURN AT J/W LEOPOLD RD. CAS1 SUSTAINED INJURIES.,359449,174834,MCYC
2440,191906336,2019/07/18 23:00:00+00,1100,3,Slight,HO,Head On,2,1,0,0,0,0,0,V2(HGV) TRAV S DOWNHILL ON BRIDGE VALLEY RD WHEN IT COLLIDED HEAD-ON WITH ONCOMING V1 AT BEND. (ERRORS CORRECTED ON AUG 14TH 2020).,356389,173760,CARS
2441,191906356,2019/07/18 23:00:00+00,1009,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,1,"V2 TRAV N.W. ON BATH RD IN QUEUING TRAFFIC WHEN V1, TRAV BEHIND, COLL/W ITS REAR. V2 WAS PROPELLED FWDS INTO THE REAR OF V3, AHEAD.",363461,169872,CARS
2442,191906362,2019/07/21 23:00:00+00,734,3,Slight,LC,Loss of Control,2,1,0,0,0,0,0,V1 TRAV N ON BLACKSWARTH RD WHEN IT COLLIDED WITH PARKED V2.,361749,173217,CARS
2443,191906364,2019/07/19 23:00:00+00,1246,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,"V1 TRAV E ON SPEEDWELL RD BEHIND UNKNOWN VEHICLE, WHEN IT MAKES R/TURN AT J/W CHARLTON RD, INTO THE PATH OF V2. V2 PEFORMS EMERGENCY MANOEUVRE AND COLLIDES WITH V1.",363893,174315,CARS
2444,191906366,2019/07/22 23:00:00+00,2033,3,Slight,HO,Head On,2,1,0,1,0,1,0,V1 TRAV SW ON HENGROVE LANE WHEN IT COLLIDED WITH ONCOMING CAS1(CHILD PCYC) AT ZEBRA CROSSING. (DUBIOUS ACC DESCRIPTION).,360490,169631,CYC
2445,191906369,2019/07/19 23:00:00+00,150,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,"V1(TAXI), TRAV EAST ON ROBERTSON RD, MADE R.H. TURN INTO BELLEVUE RD ACROSS THE PATH OF AND COLL/W ONCOMING V2(PCYC)/CAS1, TRAV WEST. RIDER NOT DISPLAYING LIGHTS. (ACC MOVED FROM E,361085 N,174489).",361056,174658,CYC
2446,191906371,2019/07/20 23:00:00+00,1812,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V1 AND V2 TRAV NE ON BRUNEL WAY WHEN BOTH VEHICLES STOPPED AT GIVE WAY LINE. V1 THEN EMERGED TO JOIN JESSOP UNDERPASS AND COLLIDED WITH REAR OF V2. (ACC MOVED FROM E,356790 N,171718).",356808,171785,CARS
2447,191906381,2019/07/25 23:00:00+00,1040,3,Slight,LC,Loss of Control,2,1,0,0,0,0,1,"V1 TRAV S ON BISHOPSWORTH RD WHEN DRIVER LOST CONTROL AND SWERVED ABRUPTLY, IN ORDER TO AVOID AN ACCIDENT AHEAD. V1 COLLIDED WITH PARKED V2.",357394,169780,CARS
2448,191906388,2019/07/25 23:00:00+00,1339,3,Slight,C,Child pedestrian,2,1,0,1,0,1,0,V1 REVERSING OFF PRI DRIVE ONTO HOLISTERS DRIVE WHEN IT COLLIDED WITH NORTHBOUND PASSING CAS1(CHILD PCYC). CAS1 BECAME UNSEATED.,358647,167476,C
2449,191904267,2019/07/06 23:00:00+00,1430,3,Slight,O,Overtaking,2,1,0,0,0,0,0,MV1 WAS TRAV S ON ARNESIDE RD WHEN IT EMERGED THROUGH TRAFFIC CALMING SYSTEM AND COLLIDED ON THE OFFISDE WITH PARKED MV2. (DUBIOUS ACC DESCRIPTION).,358277,178460,CARS
2450,191904333,2019/07/09 23:00:00+00,2040,3,Slight,HO,Head On,2,1,0,1,0,0,0,MV2 WAS EMERGING INTO C/WAY NE BOUND ON LADIES MILE ROAD WHEN IT COLLIDED WITH PASSING CAS1(PCYC). CAS1 BECAME UNSEATED. V2 FTS AND MADE OFF.,357069,174992,CYC
2451,191904346,2019/07/10 23:00:00+00,1740,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,CAS1(PCYC) AND V2 TRAV S ON ST JAMES BARTON R-A-B WHEN V2 COLLIDED WITH REAR OF CAS1. V2 MAY HAVE BEEN IN WRONG LANE.,359051,173591,CYC
2452,191904364,2019/07/11 23:00:00+00,1120,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,1,"V1 TRAV EAST ON MONK'S PARK AV AND WTG TO TURN RIGHT AT A.T.S. WHEN V2, APPROACHING FROM BEHIND, COLLIDED WITH ITS REAR.",359755,177724,CARS
2453,191904374,2019/07/12 23:00:00+00,1500,3,Slight,O,Overtaking,2,1,0,0,0,0,0,"V1 WAS REVERSING ONTO GRANGE ROAD WHEN IT WAS STRUCK BY PASSING V2, TRAV SOUTHBOUND.",357021,168264,CARS
2454,191904375,2019/07/10 23:00:00+00,815,3,Slight,O,Overtaking,2,1,0,1,0,0,0,CAS1(PCYC) TRAV WESTBOUND ON OLD MARKET R-A-B ATTEMPTING TO EXIT. V2 CHANGED LANES AND COLLIDED ON THE OFFSIDE WITH CAS1. CAS1 BECAME UNSEATED. V2 FTS AND MADE OFF.,359509,173106,CYC
2455,191904380,2019/07/11 23:00:00+00,1655,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V1 TRAV S ON CALLINGTON RD, STATIONARY AT TRAFFIC LIGHTS WHEN V2 TRAV BEHIND, COLLIDED WITH REAR OF V1. V1 MAY HAVE BEEN DISTRACTED BY MOBILE.",361924,170433,CARS
2456,191904389,2019/07/13 23:00:00+00,1135,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,V1 TRAV S ON WHITEHALL RD AS IT APPROACHED J/W VICTORIA PARADE IT COLLIDED WITH PASSING CAS1(ELDERLY PED).,361385,173782,E
2457,191904421,2019/07/13 23:00:00+00,2100,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,"V1, TRAV NORTH ON GLOUCS RD, MADE R.H. TURN INTO DONGOLA AV., ACROSS THE PATH OF AND COLL/W V2(MCYC)/CAS1, FOLLOWING BEHIND, WHICH HAD BEGUN TO OVERTAKE IT. RIDER BECAME UNSEATED. (DUBIOUS ACC LOCATION; REPLOTTED FR E359247 N173001)",359250,175960,MCYC
2458,191904433,2019/07/15 23:00:00+00,1635,3,Slight,C,Child pedestrian,1,1,1,0,1,1,0,CAS1(CHILD PED) RIDING TOY SCOOTER ALONG FOOTWAY OF HENGROVE WAY WHEN V1(MCYC) MOUNTED FOOTWAY AND COLL/W CAS1. RIDER MADE OFF AND F.T.S. (REPLOTTED; DUBIOUS ACC. LOCATION AND POOR ACC DESCRIPTN),359411,169127,C
2459,191904505,2019/07/18 23:00:00+00,1430,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,"CAS1(CHILD PCYC), EASTBOUND, CROSSING C/WAY AT PED XING POINT WHEN PASSING V1, TRAV SOUTH, COLL/W CAS1. DRIVER MADE OFF AND F.T.S.",361687,170732,C
2460,191904790,2019/07/10 23:00:00+00,1500,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,"V1(PCYC)/CAS1 TRAV SOUTH ON HARECLIVE RD AND TURNING LEFT INTO WHITLAND RD WHEN V2(LGV), FOLLOWING IMMEDIATELY BEHIND, COLL/W ITS REAR. D2 MADE OFF AND F.T.S.",357600,168404,CYC
2461,191905292,2019/09/02 23:00:00+00,1230,3,Slight,PV,Public Service Vehicle (e.g. bus) passenger ¿ no collis,1,1,1,0,0,0,0,CAS1 STEPPED OUT INTO CARRIAGEWAY ON STATION APPROACH AND WAS STRUCK BY PASSING PV1.,359705,172454,CARS
2462,191905654,2019/09/14 23:00:00+00,1550,3,Slight,PV,Public Service Vehicle (e.g. bus) passenger ¿ no collis,1,1,1,0,0,0,0,PV1 TRAV W ON BOND STREET WHEN IT STUCK CAS1(PED). PV1 DROVE OVER CAS1 FOOT AND CAS1 FELL TO GROUND. PV1 STOPPED BUT FAILED TO GIVE DETAILS.,359118,173524,CARS
2463,191906147,2019/09/02 23:00:00+00,1953,3,Slight,O,Overtaking,2,1,0,1,1,0,0,V1(MCYC) TRAV N ON GLOUCESTER RD WHEN CAS1(PCYC) TRAV AHEAD MANOEUVERED CAUSING V1 TO COLLIDE WITH THE FRONT OFFSIDE OF CAS1.,359153,175719,CYC
2464,191906398,2019/07/27 23:00:00+00,139,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,"CAS1(PED) STEPPED OUT INTO CARRIAGEWAY ON A38 STOKES CROFT AND WAS STRUCK BY PASSING V1, TRAV SOUTHBOUND. (REPLOTTED E359102 N173895)",359059,173760,A
2465,191906402,2019/07/14 23:00:00+00,1650,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,V1 WAS TRAV E ON ST GEORGES RD WHEN CAS1(PCYC) TRAV BEHIND COLLIDED WITH REAR OF V1. (DUBIOUS ACC DESCRIPTION).,358001,172625,CYC
2466,191906414,2019/10/08 23:00:00+00,1620,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,1,"V1, V2 AND V3 TRAV E ON WHITCHURCH RD WHEN V3 FAILED TO STOP BEHIND STATIONARY TRAFFIC, CAUSING SHUNT INTO V1 & V2.",358350,168395,CARS
2467,191906415,2019/06/23 23:00:00+00,2226,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,CAS1(MCYC) TRAV S ON FILTON RD WHEN ONCOMING V2 PULLED ACROSS THE PATH OF CAS1 INTO CAINE RD.  CAS1 BECAME UNSEATED. V2 FTS AND MADE OFF.,359696,177487,MCYC
2468,191904651,2019/07/25 23:00:00+00,1750,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,"V1 WAS TRAV W ON WOODLAND WAY, STATIONARY WAITING TO MAKE R.H TURN AT J/W UPLANDS RD. V2, TRAV BEHIND COLLIDED WITH V1'S REAR CAUSING A SHUNT INTO V3. V2 & V3 F.T.S AND MADE OFF. (DUBIOUS ACC DESCRIPTION).",364562,174878,CARS
2469,191904760,2019/07/30 23:00:00+00,1720,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,V1(PCYC)/CAS1 TRAV EAST ON BROAD PLAIN WHEN ONCOMING V2 PERFORMED U-TURN ACROSS THE PATH OF AND COLLIDED WITH V1. D2 F.T.S AND MADE OFF.,359588,172972,CYC
2470,191904856,2019/07/30 23:00:00+00,1620,3,Slight,PV,Public Service Vehicle (e.g. bus) passenger ¿ no collis,1,1,0,0,0,0,0,D1(PSV) INJURED FOLLOWING NEAR MISS INCIDENT. NO OTHER DETAILS PROVIDED. (POOR ACC DESCRIPTION),359804,173217,CARS
2471,191904876,2019/08/06 23:00:00+00,830,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,CAS1(PED) WAS TRAV N ON THE FOOTPATH OF UNION ST WHEN IT WAS STRUCK BY PV1'S(BUS) WING MIRROR. CAS1 SUSTAINED INJURY AND WAS TREATED. PV1 F.T.S.,359034,173200,A
2472,191904886,2019/08/10 23:00:00+00,1710,3,Slight,J2,Turning Movement from minor road,2,2,0,0,0,0,1,"V1 MADE R.H.TURN ONTO FISHPONDS RD WHEN IT WAS STRUCK BY V2,  ALLEGEDLY TRAVELLING AT SPEED. COLLISION OCCURED WHEN V2 ATTEMPTED TO OT, V1 AS IT MERGED ONTO C/WAY.",362465,175321,CARS
2473,191906542,2019/08/14 23:00:00+00,2015,2,Serious,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,"V1 TARV NE ON FILTON RD, V2 (CAS1) (CYCLE) TRAV NE ON PAVEMENT, V2 HAS ENTERED THE C/WAY FROM THE PAVEMENT AND BEEN STRUCK BY PASSING V1.",359794,177771,CYC
2474,191906549,2019/10/21 23:00:00+00,1810,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,"V1(PCYC)/CAS1 TRAV SE ON BATH RD WHEN V2, TURNING LEFT, EMERGED FROM LYNWOOD PK INTO THE PATH OF AND COL/W PASSING V1. RIDER BECAME UNSEATED. DRIVER MADE OFF AND F.T.S.",361583,170922,CYC
2475,191906551,2019/08/07 23:00:00+00,920,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,V1 TARV NE ON FRENCHAY PARK RD AT R/ABOUT WITH BEGBROOK PARK. V2 (CAS1) (CYCLE) TRAV NW ON BEGBROOK PARK. V1 HAS PULLED ONTO R/ABOUT WITHOUT GIVING WAY AND C/WITH V2.,363332,177585,CYC
2476,191906589,2019/10/11 23:00:00+00,230,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,"V1 (CAS1) TARV SW ON  BRUNEL WAY AT J/WITH WINTERSTOKE RD, V1 HAS GONE OUT OF CONTROL AND C/WITH SOME OFF C/WAY RAILINGS AND STREET FURNITURE.",356744,171609,CARS
2477,191906592,2019/08/19 23:00:00+00,1830,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,V1 TARV SE ON CHURCH RD AT J/WITH GLOUCESTER RD. V2 (CAS1) (CYCLE) TRV SW ON GLOUCESTER RD. V1 HAS CROSSED GLOUCESTER RD AND C/WITH PASSING V2. R2 HAS BECOME UNSEATED.,359373,176339,CYC
2478,191906624,2019/10/08 23:00:00+00,1810,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,"V1 (CAS1 CAS2) TARV N ON HOCKEYS LN, V1 HAS COME TO A FULL STOP WITH FLOW OF TRAFFIC. V2 HAS FAILED TO STOP AND C/WITH THE REAR OF V1. V2 HAS MADE OFF FAILING TO EXCHANGE DETAILS.",363077,175599,CARS
2479,191906652,2019/08/08 23:00:00+00,19,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,V1 TARV NW ON BRYNLAND AV AT J/WITH ASHLEY DOWN RD. V2 (CAS1) (MCYCLE) TRAV SE ON ASHLEY DOWN RD. V1 HAS MADE A R/TURN AND C/WITH PASSING V2. R2 HAS BECOME UNSEATED.,359502,176087,MCYC
2480,191906654,2019/08/09 23:00:00+00,1125,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V1 (CAS1) TARV NE ON GLOUCESTER RD AT J/WITH THORNLEIGH RD, V1 HAS COME TO A STOP WITH FLOW OF TRAFFIC. V2 TRAVELING BEHIND HAS FAILED TO STOP AND C/WITH THE REAR OF V1.",359277,176060,CARS
2481,191906655,2019/10/29 00:00:00+00,1040,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,"V1 TARV SE ON MARISSAL RD, CAS1 (CHILD) HAS STEPPED OFF OF THE PAVEMENT AND BEEN STRUCK BY PASSING V1.",356110,179371,C
